3.860	-8.531
3.716	-8.207
3.508	-7.800
3.300	-7.393
3.117	-7.058
2.934	-6.738
2.704	-6.289
2.537	-5.857
2.421	-5.498
2.294	-4.969
2.176	-4.650
1.857	-3.968
1.674	-3.508
1.486	-3.121
1.239	-2.782
1.089	-2.348
0.850	-1.986
0.685	-1.624
0.407	-1.216
0.105	-0.944
-0.159	-0.762
-0.414	-0.762
-0.785	-0.995
-1.024	-1.196
-1.213	-1.569
-1.377	-1.803
-1.614	-2.322
-1.777	-2.638
-1.892	-2.923
-1.986	-3.208
