2.328	-6.667
2.095	-5.667
1.842	-4.714
1.667	-4.069
1.414	-3.385
1.119	-2.559
0.891	-2.006
0.654	-1.560
0.401	-1.156
0.013	-0.808
-0.313	-0.723
-0.650	-0.887
-0.913	-1.179
-1.151	-1.541
-1.550	-2.244
-1.822	-2.891
-1.974	-3.269
